Title,Source title,Cited by,Authors Country,Author Keywords,Year
Preparation of hydroxycinnamoyl-coenzyme A thioesters using recombinant 4-coumarate:coenzyme A ligase (4CL) for characterization of BAHD hydroxycinnamoyltransferase enzyme activities,Methods in Enzymology,3,United States,"4-coumarate:coenzyme A ligase, Acyl-coenzyme A synthesis, BAHD acyl-coenzyme A acyltransferase, BAHD enzyme kinetics, Caffeoyl-coenzyme A, Feruloyl-coenzyme A, Hydroxycinnamoyl-coenzyme A, p-coumaroyl-coenzyme A",2023
Defining Structure-Functional Selectivity Relationships (SFSR) for a Class of Non-Catechol Dopamine D1 Receptor Agonists,Journal of Medicinal Chemistry,16,United States,,2019
"Inhibitory effect of hemin, chlorophyllin and related pyrrole pigments on the mutagenicity of benzo[a]pyrene and its metabolites",Mutation Research/Genetic Toxicology,35,Japan,"3-hydroxybenzo[a]pyrene, 3-OH-BP, 4,5-dihydrobenzo[a]pyrene-4,5-epoxide, Antimutagenicity, benzo[a]pyrene, Benzo[a]pyrene, Benzo[a]pyrene-7,8-diol-9,10-epoxide, benzo[a]pyrene-trans-7,8-dihydrodiol, benzo[a]pyrene-trans-7,8-dihydrodiol-9,10-epoxide (anti), BP, BP(4,5)E, BP(7,8)D, BP(7,8)D(9,10)E, Chlorin, Chlorophyllin, chlorophyllin Na<sub>3</sub> lacking the central metal, copper chlorophyllin Na<sub>3</sub>, Cu-chlorin, Fe-chlorin, Hemin, iron chlorophyllin Na<sub>3</sub>",1995
"Synthesis of pyrazolo[4,3-a]phenanthridines, a new scaffold for Pim kinase inhibition",Bioorganic and Medicinal Chemistry,17,France,"In vitro antiproliferative activities, Kinase inhibitors, Pim kinases, Pyrazolo[4,3-a]phenanthridines",2014
Identification of Four Novel HLA-A Alleles from an East African Population by High-Resolution Sequence-Based Typing,Human Immunology,5,Canada,"A*2630, A*2915, A*680105, A*9202, HLA-A, SBT, TBSA",2006
"Antiviral Susceptibilities of Avian Influenza A(H5), A(H7), and A(H9) Viruses Isolated in Japan",Japanese Journal of Infectious Diseases,3,Japan,,2022
"Synthesis and anticonvulsant activity of 1-substituted-7-benzyloxy-4,5- dihydro-[1,2,4]triazolo[4,3-a]quinoline",Biological and Pharmaceutical Bulletin,40,China,"[1,2,4]triazolo[4,3-a]quinoline, Anticonvulsant, Maximal electroshock test, Neurotoxicity, Pentylenetetrazole",2005
Potent dialkyl substrate-product analogue inhibitors and inactivators of α-methylacyl-coenzyme A racemase from Mycobacterium tuberculosis by rational design,Bioorganic Chemistry,9,Canada,"AMACR, Enzyme inhibitor design, Inactivation, Mycobacterium tuberculosis, Substrate-product analogues",2018
"Genus Paeonia: A comprehensive review on traditional uses, phytochemistry, pharmacological activities, clinical application, and toxicology",Journal of Ethnopharmacology,91,"Australia, China","Paeonia, Pharmacological activities, Phytochemistry, Traditional uses",2021
"Design, synthesis and in vitro antimicrobial evaluation of novel Imidazo[1,2-a]pyridine and imidazo[2,1-b][1,3]benzothiazole motifs",European Journal of Medicinal Chemistry,240,"United Arab Emirates, Jordan","Antibacterial, Antifungal, Benzimidazole, Imidazo[2,1-b][1,3]benzothiazole, Imidazopyridine, Oxadiazole, Phenyl imidazole",2011
An oleanolic acid derivative inhibits hemagglutinin-mediated entry of influenza A virus,Viruses,16,"Australia, China","Hemagglutinin (HA), Influenza A virus (IAV), Oleanane-type derivatives, Virus entry inhibitors",2020
"1,8-Naphthyridines VIII. Novel 5-aminoimidazo[1,2-a] [1,8]naphthyridine-6-carboxamide and 5-amino[1,2,4]triazolo[4,3-a] [1,8]naphthyridine-6-carboxamide derivatives showing potent analgesic or anti-inflammatory activity, respectively, and completely devoid of acute gastrolesivity",European Journal of Medicinal Chemistry,44,Italy,"[1,2,4]Triazolo[4,3-a][1,8]naphthyridines, Analgesic, Anti-inflammatory, Gastric damage, Imidazo[1,2-a][1,8]naphthyridines, Structure-activity relationships",2010
Assessment of a quadrivalent nucleoside-modified mRNA vaccine that protects against group 2 influenza viruses,Proceedings of the National Academy of Sciences of the United States of America,42,"Canada, Hungary, United States","influenza virus, lipid nanoparticle, mRNA vaccine, nucleoside modification, T cells",2022
"2-Arylpyrazolo[1,5-a]pyrimidin-3-yl acetamides. New potent and selective peripheral benzodiazepine receptor ligands",Bioorganic and Medicinal Chemistry,120,Italy,,2001
Regioorientation in the Addition Reaction of α-Substituted Cinnamonitrile to Enamines Utilizing Chitosan as a Green Catalyst: Unambiguous Structural Characterization Using 2D-HMBC NMR Spectroscopy,Journal of Heterocyclic Chemistry,31,"Germany, Egypt",,2016
"Design, synthesis and anti-Mycobacterium tuberculosis evaluation of new thiazolidin-4-one and thiazolo[3,2-a][1,3,5]triazine derivatives",Bioorganic Chemistry,18,Egypt,"ADME prediction, Anti-tuberculosis, InhA inhibition, Thiazolidinones, Thiazolotriazines",2022
"Microwave-Assisted Synthesis and Antituberculosis Screening of Some 4-((3-(Trifluoromethyl)-5,6-dihydro-[1,2,4]triazolo[4,3-a]pyrazin-7(8H)-l)methyl)benzenamine Hybrids",Journal of Heterocyclic Chemistry,3,India,,2019
"An expeditious four-component domino protocol for the synthesis of novel thiazolo[3,2-a]thiochromeno[4,3-d]pyrimidine derivatives as antibacterial and antibiofilm agents",Bioorganic and Medicinal Chemistry,27,India,"Anti-biofilm, Antibacterial, Efficient protocol, Ionic liquid, Multicomponent reactions, Thiazolo[4,3-d]pyrimidines",2016
"Palladium-catalyzed aminocarbonylation of 2-phenyimidazo[1,2-a] pyridines using chloroform as carbon monoxide source and their mechanistic studies",Tetrahedron,15,India,"Amide bond, Aminocarbonylation, Chloroform, DFT, DPPE",2020
Synthesis of N-fused polycyclic indoles via a Pd-catalyzed multicomponent cascade reaction consisting of an amide-directed [3+1+1] annulation reaction of 3-diazo oxindole and isocyanides,New Journal of Chemistry,1,India,,2024
"Design and synthesis of novel pyrrolo[2,3-a]carbazoles: 7-Chloro-2-oxo-3a-(2′-oxo-2′,3′-dihydro-1′H-indol-3′-yl)-2,3,3a,4,5,10-hexahydro-pyrrolo[3,2-a]carbazole-1-carbonitrile as an efficient anticancer agent",European Journal of Medicinal Chemistry,13,"India, United States","Morphological analysis by SEM, One-pot multicomponent reaction, Poly functionalized pyrrolo[2,3-a]carbazole, Ring contraction",2018
"Asymmetric synthesis of 1-substituted 1,2,3,4-tetrahydropyrrolo[1,2-a] pyrazines",Synthesis,9,Italy,"asymmetric synthesis, diastereoselectivity, Grignard reagents, heterocycles, oxazolidines, tetrahydropyrrolopyrazines",2011
"[4+2] Cycloaddition of α,β-unsaturated acid anhydrides to 2-furylpiperidin-4-ones: The short route to annulated 8,10a-epoxypyrido[2,1-a] isoindoles",Journal of Heterocyclic Chemistry,10,"Canada, Russian Federation",,2010
Evidence of a fixed internal gene constellation in influenza A viruses isolated from wild birds in Argentina (2006–2016),Emerging Microbes and Infections,18,"Argentina, Georgia, United States",,2018
"Aucklandiae Radix and Vladimiriae Radix: A systematic review in ethnopharmacology, phytochemistry and pharmacology",Journal of Ethnopharmacology,24,China,"Aucklandiae Radix, Chemical components, Ethnopharmacology, Pharmacological effects, Vladimiriae Radix",2021
A chimeric influenza hemagglutinin delivered by parainfluenza virus 5 vector induces broadly protective immunity against genetically divergent influenza a H1 viruses in swine,Veterinary Microbiology,5,"Georgia, United States","Influenza, Interspecies transmission, Mice, Pigs, Universal vaccine",2020
Pseudotumor cerebri caused by oversupplementation of Vitamin A in a cholestatic infant; [Pseudotumor cerebri bei Vitamin-A-Intoxikation durch überdosierung bei einem säugling mit cholestase],Monatsschrift fur Kinderheilkunde,0,Germany,"Cholestasis, Pseudotumor cerebri, Vitamin A",2002
Transcriptomic characterization of the novel avian-origin influenza A (H7N9) virus: Specific host response and responses intermediate between Avian (H5N1 and H7N7) and human (H3N2) viruses and implications for treatment options,mBio,49,United States,,2014
"A rapid and convenient microwave-promoted synthesis of 3,5-disubstituted 2-chloropyridines and their conversion into tetrazolo[1,5-a]pyridines",Synthesis (Germany),7,India,"2-chloropyridine, microwave, tetrazolo[1,5- a ]pyridine, Vilsmeier reaction",2013
"A review of the ethnopharmacology, phytochemistry and pharmacology of Cynanchum atratum",Journal of Ethnopharmacology,13,China,"Cynanchum atratum, Pharmacology, Phytochemistry, Steroidal glycosides, Traditional uses",2022
Antibacterial compounds from mushrooms: A lead to fight ESKAPEE pathogenic bacteria?,Planta Medica,6,France,"Antibacterial, Antibiotics, ESKAPEE, Macromycetes, mushrooms, Natural products",2021
"Optimization of pyrazolo[1,5-a]pyrimidines lead to the identification of a highly selective casein kinase 2 inhibitor",European Journal of Medicinal Chemistry,32,Germany,"Antiproliferative activity, Casein kinase 2 inhibitor, Macrocyclic kinase inhibitor, NanoBRET, Pyrazolo[1,5-a]pyrimidines, X-ray",2020
Characteristics of two zoonotic swine influenza A(H1N1) viruses isolated in Germany from diseased patients,International Journal of Medical Microbiology,1,Germany,"Genetic, antigenic and virological characteristics, Influenza A viruses, Interspecies transmission, Porcine A(H1N1)v viruses",2024
"Melanin-Concentrating Hormone Receptor 1 Antagonists Lacking an Aliphatic Amine: Synthesis and Structure-Activity Relationships of Novel 1-(Imidazo[1,2-a]pyridin-6-yl)pyridin-2(1H)-one Derivatives",Journal of Medicinal Chemistry,17,"India, Japan",,2016
Development of a novel class of peroxisome proliferator-activated receptor (PPAR) gamma ligands as an anticancer agent with a unique binding mode based on a non-thiazolidinedione scaffold,Bioorganic and Medicinal Chemistry,11,Japan,,2019
"Dihydroisoindolo[2,1-a]quinazoline-5,11-dione derivatives as potent and selective inhibitors targeting hepatitis B virus",Bangladesh Journal of Pharmacology,1,China,,2015
"An improved process for the synthesis of 4H-imidazo[1,5-a][1,4] benzodiazepines",Synthesis,12,United States,"Annulation, Ethyl isocyanoacetate, GABA<sub>A</sub>/Bz receptors, Imidazo[1,5-a][1,4]benzodiazepines",2009
"Design, efficient synthesis, mechanism of reaction and antiproliferative activity against cancer and normal cell lines of a novel class of fused pyrimidine derivatives",Acta Poloniae Pharmaceutica - Drug Research,19,"Egypt, Poland","1, 2, 3-triazole, Anticancer activity, Antiproliferative activity, Coumarin, Fused pyrimidines",2018
"Efficient synthesis and evaluation of antiviral and antitumor activity of novel 3-phosphonylated thiazolo[3,2-a]oxopyrimidines",Medicinal Chemistry Research,20,Russian Federation,"2-Thiouracils, Actin, Antitumor activity, Antiviral activity, Cytoskeleton, Phosphonylation, Thiazolopyrimidines",2021
An 80-amino acid deletion in the third intracellular loop of a naturally occurring human histamine H3 isoform confers pharmacological differences and constitutive activity,Journal of Pharmacology and Experimental Therapeutics,47,"Germany, Netherlands, United States",,2007
Cross-protective peptide vaccine against influenza a viruses developed in HLA-A*2402 human immunity model,PLoS ONE,39,Japan,,2011
A Convenient One-Pot Synthesis of Triazolopyridine and Related Heterocycle Fused-Triazole Analogs Through Copper Catalyzed Oxidative Cyclization Strategy,Journal of Heterocyclic Chemistry,14,India,,2016
"A Small-Molecule Compound Has Anti-influenza A Virus Activity by Acting as a ""pB2 Inhibitor""",Molecular Pharmaceutics,33,China,"influenza A virus, PB2, PB2 cap-binding inhibitor, viral polymerase, virus replication",2018
"Efficient synthesis of 12-aryl-8,9,10,12-tetrahydrobenzo[a]xanthen-11-one derivatives catalyzed by p-dodecylbenzenesulfonic acid in aqueous media under ultrasound irradiation",Synthetic Communications,18,China,"Aqueous media, three-component condensation, ultrasound irradiation, xanthene",2012
Quantum chemical studies of methylbenz[a]anthracenes: Metabolism and correlations with carcinogenicity,Chemico-Biological Interactions,21,United States,"BA, benz[a]anthracene, DMBA, dimethylbenz[a]anthracene, IEHT, iterative extended Hückel theory, MBA, methylbenz[a]anthracene, PAH, polycyclic aromatic hydrocarbon, PCILO, perturbative configuration interaction using localized orbitals, TMBA, trimethylbenz[a]anthracene",1980
"BTADCI Promoted One-pot Synthesis of 14-aryl-14H-dibenzo [a, j] Xanthenes",Journal of Heterocyclic Chemistry,4,"India, Viet Nam",,2018
"Synthesis and antitumor activity of some 5H-pyrrolizine, pyrimido [5,4-a] pyrrolizine pyrimido[4,5-b]pyrrolizine derivatives",Saudi Pharmaceutical Journal,5,Egypt,"Anticancer, Probit analysis, Pyrimido[4,5-b]pyrrolizine, Pyrimido[5,4-a]-pyrrolizine, Pyrrolizine",2009
"Novel approach to isoindolo[2,1-a]quinolines: Synthesis of 1- and 3-halo-substituted 11-oxo-5,6,6a,11-tetrahydroisoindolo[2,1-a]quinoline-10- carboxylic acids",Synthesis,23,Russian Federation,"Cyclizations, Electrophilic aromatic substitutions, Furans, Intramolecular Diels-Alder reactions, Isoindolo[2,1-a]quinolines",2005
"Regioselective four-component synthesis of new tetrazolo[1,5-a]quinoline-based 2-amino-1,4-dihydropyridine and pyridin-2(1H)-one derivatives using nano-ZnO catalysis",Molecular Diversity,5,,"Atropisomer, Dialkylacetylendicarboxylate, Enaminone, Ethyl-2-cyanoacetate, MCRs, Tetrazolo[15-a]quinoline-4-carbaldehyde, Zinc oxide nanoparticles",2018
"Anticonvulsant and toxicity evaluation of some 7-alkoxy-4,5-dihydro-[1,2,4]triazolo[4,3-a]quinoline-1(2H)-ones",Bioorganic and Medicinal Chemistry,64,China,"4,5-dihydro-[1,2,4]thiazolo[4,3-a]quinoline-1(2H)-one, Anticonvulsant activity, MES, sc-PTZ, Synthesis",2006
"Discovery of Nitro-azolo[1,5-a]pyrimidines with Anti-Inflammatory and Protective Activity against LPS-Induced Acute Lung Injury",Pharmaceuticals,6,Russian Federation,"acute lung injury, azolo[1,5-a]pyrimidines, cytokine, IL-6, inflammation, macrophage",2022
"Synthesis and pharmacological evaluation of novel triazolo [4, 3-a] tetrahydrobenzo (b) thieno [3, 2-e] pyrimidine-5(4H)-ones",Journal of Heterocyclic Chemistry,4,India,,2015
"A four-component reaction: regio- and chemoselective formation of 7-amino-2-(tert-butyl)-5-aryl-4,5-dihydropyrazolo[1,5-a]pyrimidine-6-carbonitrile",Molecular Diversity,3,,"Multi-component reactions, Pyrazolopyridine, Pyrazolopyrimidine, Structure effect",2020
Decreased Expression of Transcription Elongation Factor A-Like 7 Is Associated with Gastric Adenocarcinoma Prognosis,PLoS ONE,12,China,,2013
"A New Class of 1-Aryl-5,6-dihydropyrrolo[2,1-a]isoquinoline Derivatives as Reversers of P-Glycoprotein-Mediated Multidrug Resistance in Tumor Cells",ChemMedChem,22,"Italy, Russian Federation","efflux transporters, multidrug resistance, P-glycoproteins, pyrrolo[2,1-a]isoquinolines, structure–activity relationships",2018
"Pyrrolo[1,2-a]quinoxalines: Insulin Mimetics that Exhibit Potent and Selective Inhibition against Protein Tyrosine Phosphatase 1B",ChemMedChem,10,Spain,"biological activity, inhibitors, insulin mimetics, PTP1B, pyrrolo[1,2-a]quinoxaline",2020
"Synthesis of 2-methyl-3-(2-(piperazin-1-yl)ethyl)-6,7,8,9-tetrahydro- 4hpyrido[1,2-a]pyrimidin-4-one derivatives as antimicrobial agents",Letters in Drug Design and Discovery,3,India,"2-Aminopyridine, Acid chlorides, Antimicrobial activity, Phosphorous oxychloride, Piperazine, Sulfonyl chlorides",2011
"Antagonists of serotonin 5-ht6 receptors. III. Pyridine-substituted 3-(phenylsulfonyl)pyrazolo-[1,5-a]pyrimidines: Synthesis and structure-activity relationship",Pharmaceutical Chemistry Journal,21,"Russian Federation, United States","2,5,7-substituted 3-arylsulfonylpyrazolo[1,5-a]pyrimidines, Activity relationship, Antagonists, Serotonin 5-HT 6 receptors, Structure-",2012
Cross-reactive neuraminidase-inhibiting antibodies elicited by immunization with recombinant neuraminidase proteins of H5N1 and pandemic H1N1 influenza A viruses,Journal of Virology,66,,,2015
Synergistic effect of nitazoxanide with neuraminidase inhibitors against influenza a viruses in vitro,Antimicrobial Agents and Chemotherapy,86,"Italy, United States",,2015
"Synthesis of Disubstituted 3-Phenylimidazo[1,2-a]pyridines via a 2-Aminopyridine/CBrCl3 α-Bromination Shuttle",Journal of Organic Chemistry,28,Singapore,,2016
"Synthesis and biological evaluation of imidazo[1,2-a]pyridine derivatives as novel PI3 kinase p110α inhibitors",Bioorganic and Medicinal Chemistry,134,"United Kingdom, Japan","Cancer treatment, Inhibitor, p110α, PI3 kinase",2007
