Title,Source title,Cited by,Authors Country,Author Keywords,Year
Serum and tissue level of insulin-like growth factor-I (IGF-I) and IGF-I binding proteins as an index of pancreatitis and pancreatic cancer,International Journal of Experimental Pathology,68.0,Poland,"Chronic pancreatitis, Collagen, IGF-I binding proteins, IGF-I receptor, Insulin-like growth factor-I (IGF-I), Pancreas, Pancreatic cancer",2002
Delegation-based I/O mechanism for high performance computing systems,IEEE Transactions on Parallel and Distributed Systems,15.0,United States,"collaborative caching, file locking, I/O delegation, MPI-IO, non collective I/O, parallel file systems, Parallel I/O",2012
Expression of insulin-like growth factor-I in rat glioma cells is associated with change in both immunogenicity and apoptosis,Neuroscience Letters,8.0,"France, United States","Antisense, Apoptosis, B7, Glioma, Insulin-like growth factor-I, MHC-I",2000
Scavenger receptor SREC-I promotes double stranded RNA-mediated TLR3 activation in human monocytes,Immunobiology,24.0,"Brazil, Israel, United States","Cytokines, Double stranded RNA, Poly I:C, SREC-I, THP1, TLR3",2015
"i-bodies, human single domain antibodies that antagonize chemokine receptor CXCR4",Journal of Biological Chemistry,48.0,"Australia, Peru, United States",,2016
Optimal Monitoring of Weekly IGF-I Levels during Growth Hormone Therapy with Once-Weekly Somapacitan,Journal of Clinical Endocrinology and Metabolism,22.0,Denmark,"IGF-I, IGF-I SDS, long-acting growth hormone, monitoring, once-weekly dosing",2021
Human Plasmacytoid and Monocyte-Derived Dendritic Cells Display Distinct Metabolic Profile Upon RIG-I Activation,Frontiers in Immunology,23.0,Hungary,"antiviral response, dendritic cell, glycolysis, metabolic reprogramming, plasmacytoid dendritic cell, RIG-I, TLR, type I interferon",2018
Molecular cloning of proteasome activator PA28-β subunit of large yellow croaker (Pseudosciana crocea) and its coordinated up-regulation with MHC class I α-chain and β2-microglobulin in poly I:C-treated fish,Molecular Immunology,26.0,China,"β<sub>2</sub>-microglobulin, Large yellow croaker (Pseudosciana crocea), MHC class I α-chain, MHC class I antigen processing and presentation, PA28-β, Poly I:C",2007
Feline infectious peritonitis virus NSP5 inhibits type I interferon production by cleaving NEMO at multiple sites,Viruses,37.0,China,"Cleavage, DF2, NEMO, Nsp5, Type I IFN",2019
Toll-like receptor 3 and RIG-I-like receptor activation induces innate antiviral responses in mouse ovarian granulosa cells,Molecular and Cellular Endocrinology,23.0,China,"Antiviral response, Granulosa cell, Ovary, RIG-I-like receptor",2013
Expression of retinoic acid- I nducible gene I in the muscle tissues of idiopathic inflammatory myopathies,National Medical Journal of China,1.0,China,"CD303, Dermatomyositis, Polymyositis, Retinoic acid-I inducible gene-I, Type I interferon",2015
"Vitamin D Receptor Gene Alw I, Fok I, Apa I, and Taq I Polymorphisms in Patients With Urinary Stone",Urology,20.0,,,2010
Promoter Methylation Regulates ApoA-I Gene Transcription in Chicken Abdominal Adipose Tissue,Journal of Agricultural and Food Chemistry,9.0,China,"adipose tissues, ApoA-I, chicken, DNA methylation",2019
Countability axioms in I-fuzzy topological spaces,Fuzzy Sets and Systems,5.0,China,"I-fuzzy first countability, I-fuzzy Lindelöf property, I-fuzzy second countability, I-fuzzy separability, I-fuzzy topology",2006
Pro-apoptotic effect of a Mycoplasma hyopneumoniae putative type I signal peptidase on PK(15) swine cells,Veterinary Microbiology,13.0,Brazil,"Apoptosis, Cytotoxicity, M. hyopneumoniae sipS, Porcine enzootic pneumonia, SPase I, Virulence factor",2017
On i-quotient mappings and i-cs′-networks under a maximal ideal,Applied General Topology,7.0,China,"I-cs<sup>′</sup>-networks, I-FU spaces, I-quotient mappings, I-sequential neighborhood, Ideal convergence, Maximal ideal",2020
Particulate formulations for the delivery of poly(I: C) as vaccine adjuvant,Advanced Drug Delivery Reviews,207.0,Switzerland,"Autoimmunity, Dendritic cells, Efficacy, Immunostimulation, Microspheres, Non-professional phagocytes, Safety, Surface modification, TLR3 ligands, Vaccine formulations",2013
Intronless and intron-containing type I IFN genes coexist in amphibian Xenopus tropicalis: Insights into the origin and evolution of type I IFNs in vertebrates,Developmental and Comparative Immunology,48.0,China,"Intron-containing type I IFN, Intronless type I IFN, Retroposition event, Type I IFN, Xenopus tropicalis",2017
Rig-i promotes cell death in hepatocellular carcinoma by inducing m1 polarization of perineal macrophages through the rig-i/mavs/nf-κb pathway,OncoTargets and Therapy,15.0,China,"Cell apoptosis, Hepatocellular carcinoma, M1 macrophages, NF-κB pathway, RIG-I",2020
Porcine circovirus type 2 induces type I interferon production via MyD88-IKKα-IRFs signaling rather than NF-κB in porcine alveolar macrophages in vitro,Research in Veterinary Science,11.0,China,"Porcine alveolar macrophages, Porcine circovirus type 2, Signaling pathway, Type I interferon",2016
A cluster of human T-lymphotropic virus type-I carriers found in the southern district of Tokushima prefecture,Japanese Journal of Clinical Oncology,6.0,Japan,"ATLL, Carriers, Epidemiological survey, HTLV, I, Sero",1989
RNF122 suppresses antiviral type I interferon production by targeting RIG-I CARDs to mediate RIG-I degradation,Proceedings of the National Academy of Sciences of the United States of America,96.0,China,"E3 ligase, Innate immunity, RIG-I, RNF122, Type I interferon",2016
Recombinant human insulin-like growth factor I (IGF-I): Risks and benefits of normalizing blood IGF-I concentrations,Hormone Research,27.0,United States,"Growth hormone, Insulin, Insulin-like growth factor I, Insulin-like growth factor I deficiency, Primary insulin-like growth factor I deficiency, Recombinant, Risk-benefit, Safety",2004
"Ontogeny of insulin-like growth factor I, its receptor, and its binding proteins in the rat hypothalamus",Developmental Brain Research,40.0,Spain,"Brain development, Hypothalamus, Insulin-like growth factor I, Insulin-like growth factor I binding protein, Insulin-like growth factor I receptor, Neurotrophic factor",1991
Novel phosphanegold(I) thiolate complexes suppress de novo lipid synthesis in human lung cancer,European Journal of Medicinal Chemistry,6.0,China,"Apoptosis, Lipid metabolism, Lung cancer, Phosphanegold(I) thiolate complexes, Thioredoxin reductases",2022
Melanoma suppression by quercein is correlated with RIG-I and type I interferon signaling,Biomedicine and Pharmacotherapy,28.0,China,"Anti-tumor, IFN-I, Melanoma, Quercetin, RIG-I",2020
A new method to I/O combination on RAID controller,"Proceedings - International Conference on Computer Science and Software Engineering, CSSE 2008",0.0,China,"I/O-Combination, RAID, Scatter/Gather Small-write, Scheduling-Strategy",2008
"Improving luminescence characteristics of Ni2+ doped CsPbX3 (X = Br/I, I) quantum dots in borogermanate glass for wide color gamut display",Ceramics International,3.0,"China, United Kingdom","Color coordinates, CsPbX<sub>3</sub> (X=Br/I, I) quantum dots glass, PL decay, PL spectra, Temperature characteristics, Wide color gamut display",2023
Insulin-like growth factor-I attenuates the inhibitory effect of type I collagen through β1 integrin receptor,Biochemical and Biophysical Research Communications,4.0,Thailand,"Human periodontal ligament cells, Insulin-like growth factor-I, Integrin, Osteopontin, Type I collagen",2005
Immunoradiometric assay measurements of insulin-like growth factor-I (IGF-I): Comparison with radioimmunoassays using native or des (1-3) IGF-I as radioligands,Journal of Clinical Laboratory Analysis,3.0,United States,"acid ethanol extraction, breast cancer, growth hormone, IGF-I binding protein-1, IGF-I binding protein-3, treated IGF-I",1996
Contra pre-i-continuous functions,International Journal of Mathematical Analysis,2.0,"Denmark, India, Japan","Contra pre-I-continuity, Contra semi-Icontinuity, Contra α-I-continuity, contra β-I-continuity, Pre-I-open set",2013
"A Human T-Cell Lymphotropic Virus Type-I Carrier with Chronic Renal Failure, Aplastic Anemia, Myelopathy, Uveitis, Sjögren's Syndrome and Panniculitis",Internal Medicine,7.0,Japan,"Human T lymphotropic virus type-I (HTLV-I) related disease, Human T lymphotropic virus type-I associated myelopathy/tropical spastic paraparesis (HAM/TSP), Weber-Christian disease",1996
I/O feature-based file prefetching for multi-applications,"Proceedings - 9th International Conference on Grid and Cloud Computing, GCC 2010",2.0,China,"I/O access patterns, I/O feature, I/O performance, I/O prefetching",2010
Transcriptome Analysis of Retinoic Acid-Inducible Gene I Overexpression Reveals the Potential Genes for Autophagy-Related Negative Regulation,Cells,3.0,"Belgium, China","autophagy, negative regulation, overexpression, RIG-I, transcriptome analysis",2022
Normalized Interferon Signatures and Clinical Improvements by IFNAR1 Blocking Antibody (Anifrolumab) in Patients with Type I Interferonopathies,Journal of Clinical Immunology,0.0,"United Kingdom, Sweden, United States","IFN-I, type I IFN, IFNAR1, Interferonopathies, Anifrolumab",2025
An immunohistochemical and in situ hybridization study of insulin-like growth factor I within fetal neuron cell cultures,Brain Research,5.0,United States,"IGF I internalization, IGF I receptor, In situ hybridization, Insulin-like growth factor I, Neuron cell culture, Peroxidase anti-peroxidase, Radioimmunoassay",1995
Role of the VDR Bsm i and Apa i polymorphisms in the risk of colorectal cancer in Kashmir,Oncology Research and Treatment,16.0,India,"Apa I polymorphism, Bsm I polymorphism, Colorectal cancer, Epidemiology, Etiology",2014
Light-induced changes of far-red excited chlorophyll fluorescence: further evidence for variable fluorescence of photosystem I in vivo,Photosynthesis Research,12.0,Germany,"Chlorella, F > 765 nm, Far-red absorption, Far-red excited chlorophyll fluorescence, Fv(I), MULTI-COLOR-PAM, Polyphasic fluorescence rise O-I<sub>1</sub>-I<sub>2</sub>-P, Room temperature fluorescence emission, “Red Chls”",2023
"Evidence that apolipoprotein A-I(Milano) has reduced capacity, compared with wild-type apolipoprotein A-I, to recruit membrane cholesterol","Arteriosclerosis, Thrombosis, and Vascular Biology",26.0,United States,"ApoA-I(Milano) cellular cholesterol recruitment, LCAT activation, Nascent HDL assembly, Reverse cholesterol transport",1997
Lysosomal degradation of cholecystokinin-(29-33)-amide in mouse brain is dependent on tripeptidyl peptidase-I: Implications for the degradation and storage of peptides in classical late-infantile neuronal ceroid lipofuscinosis,Biochemical Journal,24.0,United Kingdom,"Batten disease, Dipeptidyl peptidase-I, Neuromedin B, Neuropeptide",2002
In vivo metabolism of apo A-I and apo A-II in subjects with apo A-I(Lys107 → 0) associated with reduced HDL cholesterol and Lp(AI w AII) deficiency,Atherosclerosis,14.0,"Finland, United Kingdom","apolipoprotein A-I and apolipoprotein A-II kinetics, apolipoprotein A-I<sub>107</sub> → 0, lipoprotein (AI w AII) deficiency, low HDL cholesterol",1997
Opposing roles of RNA receptors TLR3 and RIG-I in the inflammatory response to double-stranded RNA in a Kaposi's sarcoma cell line,Cellular Immunology,15.0,United States,"Kaposi's sarcoma, MDA5, Pattern recognition receptor, Poly(I:C), RIG-I, TLR3, Toll-like receptor",2007
BPS: A performance metric of I/O system,"Proceedings - IEEE 27th International Parallel and Distributed Processing Symposium Workshops and PhD Forum, IPDPSW 2013",1.0,United States,"I/O metrics, I/O performance evaluation, parallel I/O system",2013
Preparation of recombinant type I collagen (PF-I-80) and its functional characterization and biomedical applications in wound healing,International Journal of Biological Macromolecules,0.0,China,"Anti-inflammatory effects, Cell differentiation, Cell migration, PF-I-80 protein",2024
Poly I:C-induced tumor cell apoptosis mediated by pattern-recognition receptors,Cancer Biotherapy and Radiopharmaceuticals,26.0,China,"MDA-5, Pattern-recognition receptors, Poly I:C, RIG-I, TLR3, Tumor cell apoptosis",2012
Isolation and identification of AIDA-I receptors in porcine intestinal mucus,Veterinary Microbiology,3.0,Canada,"Adhesin involved in diffuse adherence I, AIDA-I Escherichia coli, AIDA-I-binding protein, Porcine mucus, Receptor",2008
FIOS: A Flexible virtualized I/O Subsystem to alleviate interference among Virtual Machines,"Proceedings of the 6th International Conference on Ubiquitous Information Management and Communication, ICUIMC'12",1.0,China,"Cloud computing, I/O, Virtualization, Xen",2012
"IKK-i and TBK-1 are enzymatically distinct from the homologous enzyme IKK-2. Comparative analysis of recombinant human IKK-i, TBK-1, and IKK-2",Journal of Biological Chemistry,119.0,United States,,2002
Novel interferonopathies associated with mutations in RIG-I like receptors,Cytokine and Growth Factor Reviews,21.0,Germany,"Aicardi-Goutières, Singleton-Merten, SLE",2016
Recognition of phenolic glycolipid-I (Mycobacterium leprae) and sulfolipid-I (M. tuberculosis) by serum from Mexican patients with leprosy or tuberculosis,International Journal of Tuberculosis and Lung Disease,7.0,Mexico,"Leprosy, Mycobacterial lipids, PGL-I, SL-I, Tuberculosis",1999
LRRC25 inhibits type I IFN signaling by targeting ISG15-associated RIG-I for autophagic degradation,EMBO Journal,131.0,"China, United States","ISG15, LRRC25, p62, RIG-I, selective autophagy",2018
DiABZI and poly(I:C) inhibit osteoclastic bone resorption by inducing IRF7 and IFIT3,Journal of Bone and Mineral Research,0.0,China,"bone resorption, IFIT3, IFN-I inducer, IRF7, ISG mediator, osteoclast, osteolysis, osteoporosis",2024
A rapid RIG-I signaling relay mediates efficient antiviral response,Molecular Cell,15.0,United States,"antiviral response, innate immunity, RIG-I, type I interferon response",2023
Des-aspartate-angiotensin I exerts hypoglycemic action via glucose transporter-4 translocation in type 2 diabetic KKAy mice and GK rats,Endocrinology,19.0,Singapore,,2007
Foot-and-mouth disease virus non-structural protein 2B downregulates the RLR signaling pathway via degradation of RIG-I and MDA5,Frontiers in Immunology,8.0,"Australia, Bangladesh, United States","2B, foot and mouth disease virus (FMDV), MDA5, RIG-I, RNF125",2022
