id,year,title,publicationname,citedbycount,asia,oceania,europe,north_america,south_america,africa,keywords_list,cluster,keyword_category
475,2021,Case Report: Molecular and Pathological Investigations of Zoonotic Anatrichosoma Spp.-Induced Ulcerative Pododermatitis in a Domestic Cat in Thailand,Frontiers in Veterinary Science,0,4,0,0,0,0,0,"['Anatrichosomaspp', 'cat', 'molecular investigation', 'pododermatitis', 'Thailand']",0,Sustainability and Diversity
476,2021,Molecular phylogeny reveals a new genus of freshwater mussels from the mekong river basin (Bivalvia: Unionidae),European Journal of Taxonomy,7,4,0,0,0,0,0,"['Freshwater mussels', 'Indochina', 'Multi-locus phylogeny', 'New taxa', 'Time-calibrated phylogeny']",1,Medical and Technological Advances
477,2021,"Energy and exergy analyses of a hybrid system containing solid oxide and molten carbonate fuel cells, a gas turbine, and a compressed air energy storage unit",International Journal of Hydrogen Energy,16,4,0,0,0,0,0,"['Compressed air energy storage', 'Energy management', 'Hybrid system design', 'Molten carbonate fuel cell', 'Solid oxide fuel cell']",1,Medical and Technological Advances
478,2021,Acute kidney injury in patients treated with immune checkpoint inhibitors,Journal for ImmunoTherapy of Cancer,66,5,0,15,29,0,0,"['CTLA-4 antigen', 'immunotherapy', 'programmed cell death 1 receptor']",2,Cell Biology and Biochemistry
479,2021,High seroprevalence of rubella in Thai children with a 2-dose MMR national immunization policy,Vaccine,2,9,0,0,0,0,0,"['Adolescents', 'Children', 'Rubella', 'Seroprevalence', 'Thai']",1,Medical and Technological Advances
480,2021,Nickel-Based Water-Soluble Metallopolymer for the Electrochemical Hydrogen Evolution Reaction in Neutral-pH Water,ACS Applied Polymer Materials,2,6,0,0,0,0,0,"['electrocatalytic hydrogen production', 'metal-ligand coordination', 'metallopolymeric nanoassemblies', 'postpolymerization modification', 'self-assembly polymer', 'water-soluble polymer']",1,Medical and Technological Advances
481,2021,Cross-sector collaboration and nonprofit boundary work for female workers in developing countries: evidence from Bangladesh,"Sustainability Accounting, Management and Policy Journal",1,1,0,2,1,0,0,"['Bangladeshi apparel industry', 'Cross-sector collaboration', 'Female workers', 'Gender-focused sustainability', 'Nonprofit boundary work']",1,Medical and Technological Advances
482,2021,Isolation of microvesicles from human circulating neutrophils,Bio-protocol,1,1,0,3,0,0,0,"['Cytospin', 'Differential centrifugation', 'Isolation', 'Microvesicles', 'Neutrophils']",1,Medical and Technological Advances
483,2021,Recovery of Arenes from Polyethylene Terephthalate (PET) over a Co/TiO2 Catalyst,ChemSusChem,18,5,0,0,0,0,0,"['cobalt', 'hydrodeoxygenation', 'polyethylene terephthalate', 'terephthalic acid', 'titanium dioxide']",2,Cell Biology and Biochemistry
484,2021,Strengthening and deformation mechanism of selective laser-melted high-concentration nitrogen solute α-Ti materials with heterogeneous microstructures via heat treatment,Materials Science and Engineering: A,5,3,0,0,0,0,0,"['Deformation mechanism', 'Heat treatment', 'Heterogeneous microstructure', 'Selective laser melting', 'Titanium–Nitrogen']",1,Medical and Technological Advances
485,2021,"Promoting self-assembly and synthesis of color-responsive polydiacetylenes using mixed water-organic solvents: Effects of solvent composition, structure, and incubation temperature",Colloids and Surfaces A: Physicochemical and Engineering Aspects,7,5,0,0,0,0,0,"['Co-solvent', 'Colorimetric sensors', 'Morphology', 'Polydiacetylene', 'Self-assembly']",1,Medical and Technological Advances
486,2021,Comparing performances of MICP bacterial vegetative cell and microencapsulated bacterial spore methods on concrete crack healing,Construction and Building Materials,33,4,0,0,0,0,0,"['Crack closing', 'Microbially induced calcium carbonate precipitation (MICP)', 'Microencapsulated bacterial spore', 'Self-healing concrete', 'Vegetative cells']",1,Medical and Technological Advances
488,2021,Sodium Thiosulfate as a Treatment for Calciphylaxis,Journal of Clinical and Aesthetic Dermatology,0,4,0,0,0,0,0,"['Calciphylaxis', 'outcome', 'sodium thiosulfate']",4,Public Health and Epidemiology
489,2021,Critical Factors and Their Correlation Affecting Green Industry Performance: Evidences from Small and Medium Enterprises,Applied Environmental Research,1,2,0,0,0,0,0,"['Electronic product', 'Green industry', 'SEM', 'Small and medium enterprises', 'SMEs', 'Structural equation model']",1,Medical and Technological Advances
490,2021,Systematic Review and Meta-analysis of Factors related to Functional Status of People with Liver Cirrhosis,Pacific Rim International Journal of Nursing Research,0,2,0,0,0,0,0,"['Decline', 'Fatigue', 'Functional status', 'Illness perception', 'Liver cirrhosis', 'Meta-analysis', 'Systematic review']",1,Medical and Technological Advances
491,2021,Need for an innovative health education approach on the health effects of e-waste,Kasetsart Journal of Social Sciences,0,1,0,0,1,0,0,"['community health program', 'e-waste', 'global environmental health', 'health education', 'sustainable']",4,Public Health and Epidemiology
492,2021,What drives pharmacists’ turnover intention: A systematic review,Pharmacy Practice,3,3,0,0,1,0,0,"['Employee turnover', 'Intention', 'Pharmacist', 'Pharmacy']",1,Medical and Technological Advances
493,2021,"Multi-Center, Prospective, Nation-Wide Coronary Angioplasty Registry in Thailand (Thai PCI Registry): Registry Design and Rationale",Journal of the Medical Association of Thailand,6,17,0,0,0,0,0,"['Coronary angioplasty', 'Nationwide registry', 'Percutaneous coronary intervention', 'Real-world', 'Thailand']",1,Medical and Technological Advances
494,2021,Significantly reinforced and long serviceable acrylonitrile butadiene rubber/graphitic carbon nitride composites for future industrial applications,Carbon Trends,1,4,0,0,0,0,0,"['Acrylonitrile butadiene rubber', 'Filler', 'Graphitic carbon nitride', 'Mechanical properties', 'Thermal aging']",1,Medical and Technological Advances
495,2021,ON THE DETERMINATION OF THE AQUIFER LEAKAGE FACTO IN CBM INFINITE RESERVOIRS USING TRANSIENT PRESSURE ANALYSIS,ARPN Journal of Engineering and Applied Sciences,0,1,0,0,0,1,0,"['Aquifer permeability', 'Cbm', 'Leakage factor', 'Reservoir characterization', 'Water influx']",1,Medical and Technological Advances
496,2021,Exploring Usability Issues of a Smartphone-Based Physician-to-Physician Teleconsultation App in an Orthopedic Clinic: Mixed Methods Study,JMIR Human Factors,4,4,0,0,0,0,0,"['Electronic medical records', 'Mobile applications', 'Mobile phone', 'Orthopedics', 'Physician-to-physician consultation', 'Remote consultation', 'Teleconsultation', 'Usability']",1,Medical and Technological Advances
497,2021,Fem-pgd based technique for column shape optimization against buckling,ASEAN Engineering Journal,0,3,0,0,0,0,0,"['Elastic buckling', 'Finite element method', 'Power method', 'Projected gradient descent', 'Shape optimization']",1,Medical and Technological Advances
499,2021,Diversity of midgut microbiota in laboratory-colonized and field-collected Aedes albopictus (Diptera: Culicidae): A preliminary study,Heliyon,8,3,0,0,0,0,0,"['Asian tiger mosquito', 'Bacterial community', 'Culturable bacteria', 'Host-parasite interaction', 'Midgut epithelial surface', 'Pathogen infection']",1,Medical and Technological Advances
500,2021,Rectal irrigation as rescue therapy for refractory and severe hemorrhagic radiation proctitis: A case report,Clinical Case Reports,0,2,0,0,0,0,0,"['argon plasma coagulation', 'diverting colostomy', 'gastrointestinal hemorrhage', 'radiation proctitis', 'rectal irrigation']",1,Medical and Technological Advances
501,2021,Low bone mineral density in Thai children with systemic lupus erythematosus: Prevalence and risk factors,Asian Biomedicine,0,2,0,0,0,0,0,"['juvenile-onset', 'lupus erythematosus', ' systemic', 'osteoporosis', 'steroids', 'Thai']",0,Sustainability and Diversity
502,2021,Cholesterol-lowering activity and functional characterization of lactic acid bacteria isolated from traditional thai foods for their potential used as probiotics,Songklanakarin Journal of Science and Technology,1,4,0,0,0,0,0,"['Bile salt hydrolase', 'Cholesterol-lowering activity', 'Functional characteristics', 'Lactic acid bacteria', 'Probiotics']",1,Medical and Technological Advances
503,2021,The study of active geomagnetic shielding coils system for JUNO,Journal of Instrumentation,1,5,0,2,0,0,0,"['Detector modelling and simulations II (electric fields', ' charge transport', ' multiplication and induction', ' pulse formation', ' electron emission', ' etc)', 'Neutrino detectors']",1,Medical and Technological Advances
504,2021,Response surface methodology to evaluate energy in extractive distillation process for the mixture of methylal and methanol with glycerol as entrainer,Journal of Engineering Science and Technology,1,2,0,0,0,0,0,"['Azeotropic mixture', 'Extractive distillation', 'Glycerol', 'Optimization', 'Response surface methodology']",1,Medical and Technological Advances
506,2021,Estimation of pressure drop in a demister for multi-stage flash desalination process based on stacked long short-term memory (Lstm) neural networks,Journal of Physics Communications,0,3,0,0,0,0,0,"['Deep learning', 'Demister', 'Estimation', 'LSTM', 'Multi-stage flash desalination proceess', 'Pressure drop']",1,Medical and Technological Advances
507,2021,"Identification, Management, and Outcomes of Combination Antiretroviral Treatment Failure in Adolescents with Perinatal Human Immunodeficiency Virus Infection in Asia",Clinical Infectious Diseases,1,16,1,0,0,0,0,"['adolescent', 'antiretroviral therapy', 'HIV', 'treatment failure']",0,Sustainability and Diversity
508,2021,Failure analysis on a heavy rainfall-induced landslide in Huay Khab Mountain in Northern Thailand,Journal of Mountain Science,14,2,0,0,0,0,0,"['Digital Elevation Model', 'Field exploration', 'Northern Thailand', 'Rainfall-induced landslide', 'Slope stability analysis']",1,Medical and Technological Advances
509,2021,"Effect of shape, number, and location of openings on punching shear capacity of flat slabs",Buildings,6,3,0,0,0,0,0,"['ACI 318-19', 'Effect of shape', 'Eurocode 2', 'Flat slabs', 'Punching shear']",1,Medical and Technological Advances
510,2021,"Genome-wide snp analysis of male and female rice field frogs, hoplobatrachus rugulosus, supports a non-genetic sex determination system",Diversity,2,8,0,0,0,0,0,"['Amphibian', 'Sex determination', 'SNP', 'Temperature']",1,Medical and Technological Advances
511,2021,Haplogroup distribution of 309 thais from admixed populations across the country by hvi and hvii sanger-type sequencing,Diversity,1,5,0,0,0,0,0,"['Control region', 'Forensics', 'Haplotype', 'Mitochondrial DNA']",1,Medical and Technological Advances
512,2021,Intravenous Dextrose Calories in Critically Ill Patients Requiring Vasopressor Therapy,Journal of the Medical Association of Thailand,0,3,0,0,0,0,0,"['Calorie', 'Critically ill', 'Dextrose', 'Energy', 'Vasopressor']",1,Medical and Technological Advances
513,2021,"Immunohistochemical and molecular profiling of CD 117, Oct-4, and Sox-2 in canine cutaneous mast cell tumor of the crossbred dogs in Faculty of veterinary science, Chulalongkorn university, Bangkok, Thailand",Veterinary World,0,7,0,0,0,0,0,"['Canine', 'CD 117', 'Crossbred', 'Mast cell tumor', 'Octamer-binding transcription factor 4', 'Sex-determining region Y-box 2']",1,Medical and Technological Advances
514,2021,"Development, evaluation, and molecular docking of oral dissolving film of atenolol",Pharmaceutics,6,2,0,0,0,0,0,"['Atenolol', 'CMC-Na', 'HPMC E5', 'Na-alginate', 'Oral dissolving film']",1,Medical and Technological Advances
515,2021,"Formulation study of a co-processed, rice starch-based, all-in-one excipient for direct compression using the sedem-odt expert system",Pharmaceuticals,3,3,0,0,0,0,0,"['All-in-one excipient', 'Co-process', 'Direct compression', 'Rice starch', 'SeDeM-ODT expert system', 'Spray drying']",1,Medical and Technological Advances
516,2021,"Fabrication of polyelectrolyte membranes of pectin graft-copolymers with PVA and their composites with phosphomolybdic acid for drug delivery, toxic metal ion removal, and fuel cell applications",Membranes,10,6,0,0,0,0,0,"['Adsorption', 'Drug delivery', 'Fuel fells', 'Graft-copolymers', 'Pectin', 'PEMs']",1,Medical and Technological Advances
517,2021,Comparison of fine-needle cytologic diagnosis between the left and right liver lobes of dogs and cats with diffuse liver disease,Veterinary World,1,3,0,0,0,0,0,"['Aspiration', 'Cytology', 'Diffuse', 'Hepatic', 'Liver', 'Ultrasound']",1,Medical and Technological Advances
518,2021,Flexural behavior of natural hybrid frp-strengthened rc beams and strain measurements using botda,Polymers,5,6,0,0,0,0,0,"['ATENA', 'Basalt FRP', 'BOTDA', 'Natural hybrid FRP', 'Natural jute FRP', 'Optical fibers']",1,Medical and Technological Advances
519,2021,Investigation on load-carrying capacity of geogrid-encased deep cement mixing piles,Geosynthetics International,4,2,0,0,0,0,0,"['Deep cement mixing pile', 'Finite element analysis', 'Geogrid', 'Geosynthetics', 'Load carrying capacity', 'Physical model test']",1,Medical and Technological Advances
520,2021,Betulinic acid decreases lipid accumulation in adipogenesis-induced human mesenchymal stem cells with upregulation of pgc-1a and ucp-1 and post-transcriptional downregulation of adiponectin and leptin secretion,PeerJ,5,3,0,0,0,0,0,"['Adipogenesis', 'Betulinic acid', 'Brown adipocyte', 'Human mesenchymal stem cell', 'Osteogenesis', 'UCP-1']",1,Medical and Technological Advances
521,2021,A review of catalyst and multifunctional reactor development for sustainable biodiesel production,ScienceAsia,3,6,0,0,0,0,0,"['Biodiesel', 'Novel catalyst', 'Process intensification', 'Transesterification']",1,Medical and Technological Advances
522,2021,"Petrology and geochemistry of granitic rocks in Dan Chang area, Suphan Buri Province, Central Thailand: Implication for petrogenesis",ScienceAsia,2,2,0,0,0,0,0,"['Geochemistry', 'P-T condition', 'Petrology', 'S-type granite', 'Thailand']",1,Medical and Technological Advances
523,2021,Development of a user-centric bridge visual defect quality control assisted mobile application: A case of thailand’s department of highways,Applied Sciences (Switzerland),3,4,0,0,0,0,0,"['Bridge defect inspection', 'Collaborative platform', 'Construction', 'Mobile application', 'New-product development', 'Project management', 'Structural health monitoring']",1,Medical and Technological Advances
524,2021,"Understanding impact sustainable intention of s‐commerce activities: The role of customer experiences, perceived value, and mediation of relationship quality",Sustainability (Switzerland),35,3,0,0,0,0,0,"['Customer perceived value', 'Customer relationship quality', 'Customer sustainability intention', 'Social media commerce']",1,Medical and Technological Advances
525,2021,The learning curve of the deliberate practice of phacoemulsification in the ophthalmic training system,Journal of the Medical Association of Thailand,0,7,0,0,0,0,0,"['Cataract', 'CUSUM', 'Deliberate practice', 'Phacoemulsification', 'Residency training']",1,Medical and Technological Advances
526,2021,2019 thai guidelines on the treatment of hypertension: Executive summary,Journal of the Medical Association of Thailand,12,12,0,0,0,0,0,"['Guidelines', 'Hypertension', 'Thailand']",1,Medical and Technological Advances
527,2021,Effect of a natural processing aid on the properties of acrylonitrile-butadiene rubber: Study on soybean oil fatty acid from seed crop,Polymers,7,3,0,0,0,0,0,"['Acrylonitrile-butadiene rubber', 'Processing aid', 'Soybean oil fatty acid', 'Vegetable oil', 'Vulcanizate']",1,Medical and Technological Advances
528,2021,Excessive blinking in children and its association with dry eyes and visual display terminal: A 200 case-control study,Journal of the Medical Association of Thailand,1,3,0,0,0,0,0,"['Blinking', 'Dry eyes', 'Excessive blinking', 'Visual display terminal']",1,Medical and Technological Advances
529,2021,Semiconducting phase of hafnium dioxide under high pressure: A theoretical study by quasi-particle GW calculations,Materials Research Express,3,5,0,1,0,0,0,"['density functional theory', 'hafnium dioxide', 'high pressure', 'semiconductor']",4,Public Health and Epidemiology
530,2021,Peri-implantitis: Summary and consensus statements of group 3. The 6th EAO Consensus Conference 2021,Clinical Oral Implants Research,31,1,1,16,0,0,0,"['consensus', 'peri-implantitis', 'risk factors']",4,Public Health and Epidemiology
531,2021,Efficacy of bubaline blood derived fibrin glue in silk ligature-induced acute periodontitis in Wistar rats,Veterinary World,0,4,0,0,0,0,0,"['Bubaline', 'Fibrin', 'Inflammation', 'Ligature-induced', 'Periodontitis']",1,Medical and Technological Advances
532,2021,Chitosan-based scaffold for mineralized tissues regeneration,Marine Drugs,34,4,0,0,0,0,0,"['Biomaterials', 'Bone tissue engineering', 'Chitosan', 'Regenerative dentistry', 'Scaffold']",1,Medical and Technological Advances
533,2021,Reproductive health services: Attitudes and practice of japanese community pharmacists,Healthcare (Switzerland),3,2,0,0,1,0,0,"['Community pharmacists', 'Contraception', 'Emergency contraceptives', 'Patient education', 'Reproductive health']",1,Medical and Technological Advances
534,2021,Impact of design elements of the implant supracrestal complex (ISC) on the risk of peri-implant mucositis and peri-implantitis: A critical review,Clinical Oral Implants Research,20,2,0,3,0,0,0,"['implant bone interactions', 'implant soft tissue interactions', 'implant supracrestal complex', 'implant transmucosal complex', 'peri-implant tissues']",1,Medical and Technological Advances
535,2021,Gis mapping evaluation of stroke service areas in bangkok using emergency medical services,ISPRS International Journal of Geo-Information,1,5,0,0,0,0,0,"['Bangkok', 'Emergency medical services', 'GIS', 'Prehospital', 'Service area', 'Stroke']",1,Medical and Technological Advances
536,2021,"Oocyte cryopreservation in domestic animals and humans: Principles, techniques and updated outcomes",Animals,8,3,0,0,0,0,0,"['Animal', 'Cryopreservation', 'Human', 'Oocyte']",1,Medical and Technological Advances
537,2021,Public buses decontamination by automated hydrogen peroxide aerosolization system,Open Access Macedonian Journal of Medical Sciences,0,6,0,0,0,0,0,"['Aerosolized hydrogen peroxide', 'Decontamination systems', 'Public transport decontamination', 'Surface decontamination', 'Sustainable mobility']",1,Medical and Technological Advances
538,2021,Comparison of the initial overseas evacuation operations due to covid-19: A focus on asian countries,Journal of Disaster Research,3,8,0,0,0,0,0,"['COVID-19', 'Disaster evacuation', 'Overseas evacuation', 'Pandemic evacuation', 'Process management']",1,Medical and Technological Advances
539,2021,Radiation graft-copolymerization of ultrafine fully vulcanized powdered natural rubber: Effects of styrene and acrylonitrile contents on thermal stability,Polymers,9,4,0,1,0,0,0,"['Electron beam vulcanization', 'Graft copolymer', 'Natural rubber-graft-polyacrylonitrile', 'Natural rubber-graft-polystyrene', 'Spray drying', 'Ultrafine fully vulcanized powdered rubbers']",1,Medical and Technological Advances
540,2021,Effective analysis of different gas diffusers on bubble hydrodynamics in bubble column and airlift reactors towards mass transfer enhancement,Processes,10,7,0,0,0,0,0,"['Air diffusers', 'Airlift reactor', 'Bubble column reactor', 'Gas–liquid hydrodynamics', 'KLa coefficient', 'Plastic media']",1,Medical and Technological Advances
541,2021,Cajanin suppresses melanin synthesis through modulating mitf in human melanin-producing cells,Molecules,2,4,0,0,0,0,0,"['Dalbergia parviflora', 'Human melanocyte', 'Hyperpigmentation', 'Tyrosinase']",1,Medical and Technological Advances
542,2021,"Four Novel Pharmaceutical Cocrystals of Oxyresveratrol, including a 2:3 Cocrystal with Betaine",Chemical and Pharmaceutical Bulletin,1,3,0,0,0,0,0,"['Cage-like structure', 'Cocrystal', 'Cocrystal screening', 'Oxyresveratrol', 'Solubilized formulation']",1,Medical and Technological Advances
543,2021,Survival in advanced-stage epithelial ovarian cancer patients with cardiophrenic lymphadenopathy who underwent cytoreductive surgery: A systematic review and meta-analysis,Cancers,2,3,0,3,0,0,0,"['Cardiophrenic lymph node', 'Ovarian cancer', 'Overall survival', 'Progression-free survival']",1,Medical and Technological Advances
544,2021,Protein-bound uremic toxins lowering effect of sevelamer in pre-dialysis chronic kidney disease patients with hyperphosphatemia: A randomized controlled trial,Toxins,3,7,0,0,0,0,0,"['Chronic kidney disease', 'Indoxyl sulfate', 'P-cresyl sulfate', 'Protein-bound uremic toxins', 'Sevelamer']",1,Medical and Technological Advances
545,2021,Evaluation of the use of platelet-rich fibrin xenologous membranes derived from bubaline blood in canine periodontal defects,Veterinary Sciences,0,5,0,0,0,0,0,"['Bubaline', 'Canine', 'Healing', 'Periodontal', 'Platelet-rich fibrin']",1,Medical and Technological Advances
546,2021,A normalized HLD (HLDN) tool for optimal salt-concentration prediction of microemulsions,Applied Sciences (Switzerland),2,3,0,0,0,0,0,"['Anionic–nonionic mixed surfactant', 'Extended surfactant', 'Hydrophilic– lipophilic deviation', 'Microemulsions']",1,Medical and Technological Advances
547,2021,Wnt/β-catenin pathway proteins in end-stage renal disease,Biomarkers in Medicine,2,3,1,1,0,0,0,"['chronic kidney disease', 'DKK1', 'end-stage renal disease', 'R-spondin-1', 'sclerostin', 'Wnt-pathway', 'β-catenin']",2,Cell Biology and Biochemistry
